Name,Location,Haz Click Aquí,Tipo,geometry
Vilalonga,"<Point><coordinates>-8.823663,42.443415,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/10/vilalonga-pontevedra.html,,
Zamarramala,"<Point><coordinates>-4.131503,40.963828,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/10/zamarramala-segovia.html,,
Aeropuerto Don Quijote,"<Point><coordinates>-3.970919,38.862409,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/aeropuerto-don-quijote-villar-del-campo.html,,
Bell-lloc,"<Point><coordinates>0.785721,41.639923,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/bel-lloc-lleida.html,,
Canyada del Moliner,"<Point><coordinates>-0.389448,39.602605,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/canyada-del-moliner-valencia.html,,
El Reino de Don Quijote,"<Point><coordinates>-3.906881,39.047086,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/el-reino-de-don-quijote-ciudad-real.html,,
El Rubín (Oviedo),"<Point><coordinates>-5.817194,43.381084,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/el-rubin-oviedo-norte-asturias.html,,
Golf Bahía,"<Point><coordinates>-0.178842,38.54743,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/golf-bahia-alicante.html,,
Gran Casino Aranjuez,"<Point><coordinates>-3.600636,40.060437,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/gran-casino-aranjuez-madrid.html,,
Lagarteira,"<Point><coordinates>-9.188865,42.976325,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/lagarteira-coruna.html,,
Las Higuerillas,"<Point><coordinates>-1.640145,38.382132,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/las-higuerillas-albacete.html,,
Las Indias,"<Point><coordinates>-17.873949,28.503226,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/las-indias-la-palma-santa-cruz-de.html,,
Llanos del Peral,"<Point><coordinates>-2.024021,37.384235,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/llanos-del-peral-almeria.html,,
Mairena del Aljarafe,"<Point><coordinates>-6.068938,37.342845,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/mairena-del-aljarafe-oeste-sevilla.html,,
Olvera,"<Point><coordinates>-5.249528,36.933011,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/olvera-cadiz.html,,
Outeiro de Rei,"<Point><coordinates>-7.599096,43.110112,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/outeiro-de-rei-lugo.html,,
Parque Acuático Jaén,"<Point><coordinates>-3.828419,37.79058,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/parque-acuatico-jaen-jaen.html,,
Playa,"<Point><coordinates>-0.260872,39.607273,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/playa-valencia.html,,
Rivas-Vaciamadrid (Norte),"<Point><coordinates>-3.535823,40.380372,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/rivas-vaciamadrid-norte-madrid.html,,
Sotés,"<Point><coordinates>-2.597929,42.406164,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/sotes-la-rioja.html,,
Tudela (norte),"<Point><coordinates>-1.637237,42.073443,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/tudela-norte-navarra.html,,
Valdepeñas,"<Point><coordinates>-3.411419,38.761213,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/valdepenas-ciudad-real.html,,
Villanueva de la Serena,"<Point><coordinates>-5.782484,38.979682,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/villanueva-de-la-serena-badajoz.html,,
Vinalesa,"<Point><coordinates>-0.36899,39.538822,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/11/vinalesa-valencia.html,,
Albacete (oeste),"<Point><coordinates>-1.877483,39.006615,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/albacete-oeste-albacete.html,,
Alcobendas (oeste),"<Point><coordinates>-3.662049,40.531412,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/alcobendas-oeste-madrid.html,,
Aljaraque,"<Point><coordinates>-7.024309,37.266581,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/aljaraque-huelva.html,,
Cala Murada,"<Point><coordinates>3.269061,39.450495,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/cala-murada-illes-balears.html,,
Campo de Criptana,"<Point><coordinates>-3.139925,39.398884,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/campo-de-criptana-ciudad-real.html,,
Cercanías a Navalcarnero,"<Point><coordinates>-3.897405,40.316374,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/cercanias-navalcarnero-madrid.html,,
Chilches (playa),"<Point><coordinates>-0.153304,39.771941,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/chilches-castellon.html,,
Chilches (pueblo),"<Point><coordinates>-0.186654,39.783439,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/chilches-pueblo-castellon.html,,
Cierre M-110,"<Point><coordinates>-3.591119,40.514653,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/cierre-m-110-madrid.html,,
Club Med Cap de Creus,"<Point><coordinates>3.29569,42.325946,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/club-med-cap-de-creus-cadaques-girona.html,,
Cuenca (oeste),"<Point><coordinates>-2.15488,40.069966,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/cuenca-oeste-cuenca.html,,
Espui,"<Point><coordinates>0.991227,42.451765,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/espui-lleida.html,,
Igualada (sur),"<Point><coordinates>1.610061,41.56806,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/igualada-sur-barcelona.html,,
Legazpi,"<Point><coordinates>-3.687183,40.393329,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/legazpi-madrid.html,,
Mengíbar,"<Point><coordinates>-3.788028,37.938497,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/mengibar-jaen.html,,
Noblejas,"<Point><coordinates>-3.446832,39.975783,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/noblejas-toledo.html,,
Ribadesella,"<Point><coordinates>-5.078967,43.466714,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/ribadesella-oeste-asturias.html,,
Roxos,"<Point><coordinates>-8.606234,42.877313,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/roxos-coruna.html,,
Sagunto (sur),"<Point><coordinates>-0.253333,39.659785,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/sagunto-sur-valencia.html,,
Salou (norte),"<Point><coordinates>1.134202,41.085232,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/salou-norte-tarragona.html,,
Santullán,"<Point><coordinates>-3.209586,43.349161,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/santullan-cantabria.html,,
Sierra de Yeguas,"<Point><coordinates>-4.868833,37.128599,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/sierra-de-yeguas-malaga.html,,
Talavera de la Reina (circunvalación),"<Point><coordinates>-4.802377,39.951784,0.0</coordinates></Point>",http://www.nacionrotonda.com/2014/12/talavera-de-la-reina-circunvalacion.html,,
Agaete,"<Point><coordinates>-15.699675,28.100256,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/agaete-las-palmas.html,,
Algeciras (suroeste),"<Point><coordinates>-5.470622,36.120934,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/algeciras-suroeste-cadiz.html,,
Buenavista,"<Point><coordinates>-3.582962,37.101273,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/buenavista-granada.html,,
Castalla,"<Point><coordinates>-0.673007,38.593758,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/castalla-alicante.html,,
Castilblanco,"<Point><coordinates>-5.089194,39.274083,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/castilblanco-badajoz.html,,
Cerro Belmonte,"<Point><coordinates>-3.714571,40.470622,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/cerro-belmonte-madrid.html,,
Club de Golf Bierzo,"<Point><coordinates>-6.533128,42.587754,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/club-de-golf-bierzo-leon.html,,
Gójar,"<Point><coordinates>-3.596781,37.096923,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/gojar-granada.html,,
La Manga del Mar Menor (norte),"<Point><coordinates>-0.746251,37.777656,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/la-manga-del-mar-menor-norte-murcia.html,,
Móstoles,"<Point><coordinates>-3.860151,40.309594,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/mostoles-madrid.html,,
Pancar,"<Point><coordinates>-4.761896,43.414234,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/pancar-asturias.html,,
Residencial el Misterio,"<Point><coordinates>-0.528318,38.968881,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/residencial-el-misterio-xativa-valencia.html,,
San Miguel de Meruelo,"<Point><coordinates>-3.577011,43.45731,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/san-miguel-de-meruelo-cantabria.html,,
Sella,"<Point><coordinates>-0.276471,38.610388,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/sella-alicante.html,,
Somosaguas,"<Point><coordinates>-3.800919,40.415876,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/somosaguas-pozuelo-de-alarcon-madrid.html,,
Utebo,"<Point><coordinates>-0.991246,41.707476,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/utebo-zaragoza.html,,
Viladaíde,"<Point><coordinates>-7.238736,43.563099,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/viladaide-lugo.html,,
Villa de Valverde,"<Point><coordinates>-17.913992,27.815456,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/01/villa-de-valverde-el-hierro-santa-cruz.html,,
Alaior,"<Point><coordinates>4.153242,39.931437,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/alaior-menorca-illes-balears.html,,
Alcalá del Río,"<Point><coordinates>-5.985154,37.514224,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/alcala-del-rio-sevilla.html,,
Alquebla,"<Point><coordinates>-0.853877,38.429771,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/alquebla-alicante.html,,
Arganda del Rey (norte),"<Point><coordinates>-3.446466,40.308858,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/arganda-del-rey-norte-madrid.html,,
Arnedo,"<Point><coordinates>-2.090681,42.241126,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/arnedo-la-rioja.html,,
Cancela,"<Point><coordinates>-8.613218,43.259463,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/cancela-coruna.html,,
Chillón,"<Point><coordinates>-4.870312,38.799467,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/chillon-ciudad-real.html,,
Coloma,"<Point><coordinates>-0.139638,38.600438,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/coloma-alicante.html,,
Constantí,"<Point><coordinates>1.21688,41.153476,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/constanti-tarragona.html,,
El Pont de Príncep,"<Point><coordinates>2.976551,42.228481,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/el-pont-de-princep-girona.html,,
Golf el Puerto,"<Point><coordinates>-6.243632,36.621105,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/golf-el-puerto-cadiz.html,,
Guadassuar,"<Point><coordinates>-0.454414,39.174516,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/guadassuar-valencia.html,,
Lardero,"<Point><coordinates>-2.456886,42.433303,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/lardero-la-rioja.html,,
Logroño (norte),"<Point><coordinates>-2.448391,42.475995,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/logrono-norte-la-rioja.html,,
Loriguilla,"<Point><coordinates>-0.568204,39.486514,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/loriguilla-valencia.html,,
Lo Romero Golf,"<Point><coordinates>-0.826948,37.886563,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/lo-romero-golf-alicante.html,,
Moguer,"<Point><coordinates>-6.815689,37.298332,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/moguer-huelva.html,,
Navalmoral de la Mata (sector 9),"<Point><coordinates>-5.505745,39.895045,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/navalmoral-de-la-mata-sector-9-caceres.html,,
Ofelia Nieto 29,"<Point><coordinates>-3.709893,40.459921,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/ofelia-nieto-29-madrid.html,,
Olloqui-Alzuza,"<Point><coordinates>-1.573416,42.835576,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/olloki-alzuza-navarra.html,,
Parla (PAU-5),"<Point><coordinates>-3.783196,40.246202,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/parla-pau-5-madrid.html,,
Pinto,"<Point><coordinates>-3.701571,40.257024,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/pinto-madrid.html,,
Quel,"<Point><coordinates>-2.028745,42.285379,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/quel-la-rioja.html,,
San Juan de Alicante,"<Point><coordinates>-0.431328,38.412427,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/san-juan-de-alicante-alicante.html,,
Sant Just Desvern,"<Point><coordinates>2.062185,41.387816,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/sant-feliu-de-llobregat-barcelona.html,,
Valle del Sol,"<Point><coordinates>-1.016437,37.846347,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/valle-del-sol-murcia.html,,
Yeles,"<Point><coordinates>-3.80512,40.120696,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/02/yeles-toledo.html,,
Aracena,"<Point><coordinates>-6.563358,37.891654,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/aracena-huelva.html,,
Autopista Radial R-3,"<Point><coordinates>-3.529688,40.394203,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/autopista-radial-r-3-madrid.html,,
Autopista Radial R-5,"<Point><coordinates>-3.905339,40.260086,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/autopista-radial-r-5-madrid.html,,
Cariñena,"<Point><coordinates>-1.206209,41.363882,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/carinena-zaragoza.html,,
Churriana,"<Point><coordinates>-4.474684,36.664534,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/churriana-malaga.html,,
Combarro,"<Point><coordinates>-8.706875,42.429414,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/combarro-pontevedra.html,,
Costa Calma,"<Point><coordinates>-14.231861,28.152533,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/costa-calma-fuerteventura-las-palmas.html,,
Autopista Radial R-4,"<Point><coordinates>-3.47716,39.923081,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/function-container46r.html,,
Golf Son Gual,"<Point><coordinates>2.81117,39.566151,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/golf-son-gual-mallorca-illes-balears.html,,
La Capellania,"<Point><coordinates>-13.891036,28.69718,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/la-capellania-fuerteventura-las-palmas.html,,
Laserna,"<Point><coordinates>-2.488489,42.495463,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/laserna-alava-araba.html,,
Los Arcos,"<Point><coordinates>-2.162792,42.555001,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/los-arcos-navarra.html,,
Los Moriscos,"<Point><coordinates>-16.285601,28.432593,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/los-moriscos-tenerife-santa-cruz-de.html,,
Montserrat,"<Point><coordinates>-0.604266,39.355702,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/montserrat-valencia.html,,
Mutriku,"<Point><coordinates>-2.384103,43.307147,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/mutriku-guipuzkoa.html,,
Polígono industrial San Fernando,"<Point><coordinates>-3.49696,40.444628,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/poligono-industrial-san-fernando-san.html,,
Puerto de la Cruz,"<Point><coordinates>-16.536378,28.407115,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/puerto-de-la-cruz-tenerife-santa-cruz.html,,
San Bartolom‚ de Meruelo,"<Point><coordinates>-3.596422,43.427568,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/san-bartolome-de-meruelo-cantabria.html,,
Sanlúcar Club de Campo,"<Point><coordinates>-6.318927,36.792449,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/sanlucar-club-de-campo-cadiz.html,,
Sevilla (este),"<Point><coordinates>-5.918758,37.403919,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/sevilla-este-sevilla.html,,
Tarancón (sur),"<Point><coordinates>-2.961562,39.979684,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/tarancon-sur-cuenca.html,,
Tobarra,"<Point><coordinates>-1.670378,38.606264,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/tobarra-albacete.html,,
Casillas de la Costa,"<Point><coordinates>-13.896758,28.661992,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/urbanizacion-casilla-de-la-costa.html,,
urbanización Prado del Rey,"<Point><coordinates>-1.059955,41.721176,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/urbanizacion-prado-del-rey-zaragoza.html,,
V‚lez-M laga,"<Point><coordinates>-4.107386,36.774354,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/velez-malaga-malaga.html,,
Yesa,"<Point><coordinates>-1.185839,42.614263,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/03/yesa-navarra.html,,
A-6 Las Rozas,"<Point><coordinates>-3.894747,40.547817,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/a-6-las-rozas-madrid.html,,
Albal,"<Point><coordinates>-0.434502,39.396586,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/alabal-valencia.html,,
Aldea Moret,"<Point><coordinates>-6.389021,39.448222,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/aldea-de-moret-caceres.html,,
Arrecife,"<Point><coordinates>-13.549843,28.981063,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/arrecife-las-palmas.html,,
Atarfe,"<Point><coordinates>-3.694574,37.219179,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/atarfe-granada.html,,
Caleta del Sebo,"<Point><coordinates>-13.505133,29.229398,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/caleta-del-sebo-las-palmas.html,,
Cerdanyola del Vallés,"<Point><coordinates>2.109887,41.487447,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/cerdanyola-del-valles-barcelona.html,,
Cudillero,"<Point><coordinates>-6.14559,43.556895,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/cudillero-asturias.html,,
Dolores (Murcia),"<Point><coordinates>-0.883751,37.776971,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/dolores-murcia.html,,
El Calón,"<Point><coordinates>-1.705823,37.310174,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/el-calon-almeria.html,,
El Médano (oeste),"<Point><coordinates>-16.541854,28.044439,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/el-medano-oeste-tenerife-santa-cruz-de.html,,
Golf Antequera,"<Point><coordinates>-4.598971,37.014626,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/golf-antequera-malaga.html,,
La Alberca de Z ncara,"<Point><coordinates>-2.481946,39.5218,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/la-alberca-de-zancara-cuenca.html,,
La Puebla de Montalbán,"<Point><coordinates>-4.355076,39.866367,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/la-puebla-de-montalban-toledo.html,,
Llivia,"<Point><coordinates>1.977811,42.463173,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/llivia-girona.html,,
Mar Menor Resort,"<Point><coordinates>-0.915047,37.742411,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/mar-menor-resort-murcia.html,,
Perdiguera,"<Point><coordinates>-0.644926,41.746892,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/perdiguera-zaragoza.html,,
Polígono Industrial Campollano,"<Point><coordinates>-1.886756,39.026519,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/poligono-industrial-campollano-albacete.html,,
Puerto de Santander,"<Point><coordinates>-3.827142,43.449111,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/puerto-de-santander-cantabria.html,,
Santa Rosalía,"<Point><coordinates>-0.891262,37.739581,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/santa-rosalia-murcia.html,,
Sa Rápita,"<Point><coordinates>2.950048,39.366996,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/sa-rapita-islas-baleares.html,,
Sevilla (sureste),"<Point><coordinates>-5.915376,37.378439,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/sevilla-sureste-sevilla.html,,
Valladolid (norte),"<Point><coordinates>-4.711674,41.663353,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/04/valladolid-norte-valladolid.html,,
A-38,"<Point><coordinates>-0.288523,39.179484,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/a-38-valencia.html,,
Alcaides Club de Golf,"<Point><coordinates>-5.330172,36.247946,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/alcaidesa-club-de-golf-cadiz.html,,
Almassora,"<Point><coordinates>-0.057821,39.952778,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/almassora-castellon.html,,
Arcas,"<Point><coordinates>-2.10589,39.989684,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/arcas-cuenca.html,,
Ayamonte,"<Point><coordinates>-7.399258,37.219627,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/ayamonte-huelva.html,,
Calatayud Golf,"<Point><coordinates>-1.66843,41.318242,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/calatayud-golf-zaragoza.html,,
El Guincho,"<Point><coordinates>-16.61461,28.042475,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/el-guincho-tenerife-santa-cruz-de.html,,
Fuente Milano,"<Point><coordinates>-3.686792,40.855992,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/fuente-milano-madrid.html,,
Huesca (sur),"<Point><coordinates>-0.407128,42.125352,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/huesca-sur-huesca.html,,
La Puebla de Alfindén,"<Point><coordinates>-0.749015,41.630357,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/la-puebla-de-alfinden-zaragoza.html,,
L'Olleria,"<Point><coordinates>-0.52152,38.905957,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/lolleria-valencia.html,,
Los Corrales de Buelna,"<Point><coordinates>-4.070394,43.288525,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/los-corrales-de-buelna-cantabria.html,,
Mondragón,"<Point><coordinates>-2.505092,43.06447,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/mondragon-gipuzkoa.html,,
Parque Ofimático A Coruña,"<Point><coordinates>-8.404536,43.338618,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/parque-ofimatico-de-coruna-coruna.html,,
Pedraúcha,"<Point><coordinates>-8.614695,42.191874,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/pedraucha-pontevedra.html,,
Poblete,"<Point><coordinates>-3.968967,38.943571,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/poblete-ciudad-real.html,,
Salamanca (oeste),"<Point><coordinates>-5.690338,40.970866,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/salamanca-oeste-salamanca.html,,
San Isidro,"<Point><coordinates>-2.172775,36.912705,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/san-isidro-almeria.html,,
Sigüenza,"<Point><coordinates>-2.660302,41.044279,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/siguenza-guadalajara.html,,
Torredembarra,"<Point><coordinates>1.421623,41.150403,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/torredembarra-tarragona.html,,
Villarubia,"<Point><coordinates>-4.915071,37.84685,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/05/villarubia-cordoba.html,,
Aeropuerto de Castellón,"<Point><coordinates>0.075359,40.214039,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/aeropuerto-de-castellon-castellon.html,,
Alhaurín Golf,"<Point><coordinates>-4.716406,36.621588,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/alhaurin-golf-malaga.html,,
Almerimar,"<Point><coordinates>-2.800998,36.70744,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/almerimar-almeria.html,,
Alosno,"<Point><coordinates>-7.116334,37.543133,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/alosno-huelva.html,,
Barcience,"<Point><coordinates>-4.231865,39.983638,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/barcience-toledo.html,,
Barrio Panchito Ramos,"<Point><coordinates>-14.008876,28.234936,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/barrio-panchito-ramos-fuerteventura-las.html,,
Benisanó,"<Point><coordinates>-0.583634,39.618004,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/benisano-valencia.html,,
Estrella de Mar,"<Point><coordinates>-0.824852,37.671027,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/estrella-de-mar-murcia.html,,
Gata Residencial,"<Point><coordinates>0.063595,38.778834,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/gata-residencial-alicante.html,,
La Beguda Alta,"<Point><coordinates>1.844736,41.497675,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/la-beguda-alta-barcelona.html,,
Las Playitas,"<Point><coordinates>-13.993844,28.229346,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/las-playitas-fuerteventura-las-palmas.html,,
Lemóniz,"<Point><coordinates>-2.873161,43.431927,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/lemoniz-bizkaia.html,,
Medina Sidonia,"<Point><coordinates>-5.918977,36.482551,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/medina-sidonia-cadiz.html,,
Puerto Real,"<Point><coordinates>-6.166744,36.521699,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/puerto-real-cadiz.html,,
Salamanca (norte),"<Point><coordinates>-5.666573,40.993894,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/salamanca-norte-salamanca.html,,
Suances,"<Point><coordinates>-4.054311,43.42365,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/suances-cantabria.html,,
